id,年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
8146,2024,9,16,月,他の輸入野菜,39200,,,817,486,1.6,39.7
8147,2024,9,23,月,野菜総計,30000,,,1473806,234,13.1,81.3
8148,2024,9,23,月,野菜総計,30000,北海道,1,540901,157,,
8149,2024,9,23,月,野菜総計,30000,長　野,20,491955,134,,
8150,2024,9,23,月,野菜総計,30000,熊　本,43,89520,472,,
8151,2024,9,23,月,野菜総計,30000,福　岡,40,65130,487,,
8152,2024,9,23,月,野菜総計,30000,群　馬,10,57203,148,,
8153,2024,9,23,月,野菜総計,30000,佐　賀,41,48344,369,,
8154,2024,9,23,月,野菜総計,30000,大　分,44,42107,751,,
8155,2024,9,23,月,だいこん,30100,,,81356,137,9.8,96.5
8156,2024,9,23,月,だいこん,30100,北海道,1,72203,141,,
8157,2024,9,23,月,かぶ,30200,,,18,984,0,523.4
8158,2024,9,23,月,かぶ,30200,千　葉,12,18,984,,
8159,2024,9,23,月,にんじん,30300,,,58039,163,9.4,105.2
8160,2024,9,23,月,にんじん,30300,北海道,1,54610,164,,
8161,2024,9,23,月,ごぼう,30400,,,20908,259,33.2,82.7
8162,2024,9,23,月,ごぼう,30400,青　森,2,17319,257,,
8163,2024,9,23,月,れんこん,30600,,,7692,373,8.6,92.6
8164,2024,9,23,月,れんこん,30600,佐　賀,41,7692,373,,
8165,2024,9,23,月,はくさい,31100,,,367107,83,35.5,79.8
8166,2024,9,23,月,はくさい,31100,長　野,20,364573,83,,
8167,2024,9,23,月,みずな,31300,,,3648,563,11.9,108.3
8168,2024,9,23,月,みずな,31300,福　岡,40,3188,549,,
8169,2024,9,23,月,こまつな,31500,,,9293,469,8.3,111.1
8170,2024,9,23,月,こまつな,31500,福　岡,40,8314,454,,
8171,2024,9,23,月,その他の菜類,31550,,,182,704,22.6,102
8172,2024,9,23,月,ちんげんさい,31560,,,2008,608,6.8,128.5
8173,2024,9,23,月,ちんげんさい,31560,福　岡,40,913,464,,
8174,2024,9,23,月,ちんげんさい,31560,熊　本,43,434,811,,
8175,2024,9,23,月,ちんげんさい,31560,沖　縄,47,293,608,,
8176,2024,9,23,月,キャベツ,31700,,,83330,119,5.5,119
8177,2024,9,23,月,キャベツ,31700,群　馬,10,55720,121,,
8178,2024,9,23,月,キャベツ,31700,長　野,20,23570,113,,
8179,2024,9,23,月,ほうれんそう,31800,,,3559,1283,7.1,123.5
8180,2024,9,23,月,ほうれんそう,31800,長　野,20,1431,1417,,
8181,2024,9,23,月,ほうれんそう,31800,群　馬,10,1075,1219,,
8182,2024,9,23,月,ほうれんそう,31800,長　崎,42,266,1324,,
8183,2024,9,23,月,ほうれんそう,31800,熊　本,43,241,1091,,
8184,2024,9,23,月,ねぎ,31900,,,23715,668,6.6,127
8185,2024,9,23,月,ねぎ,31900,北海道,1,10795,567,,
8186,2024,9,23,月,ねぎ,31900,大　分,44,5555,668,,
8187,2024,9,23,月,ねぎ,31900,長　野,20,3450,416,,
8188,2024,9,23,月,みつば,32500,,,565,1648,6,129.9
8189,2024,9,23,月,みつば,32500,大　分,44,368,1401,,
8190,2024,9,23,月,みつば,32500,福　岡,40,71,1743,,
8191,2024,9,23,月,みつば,32500,栃　木,9,40,2427,,
8192,2024,9,23,月,しゅんぎく,32600,,,357,1474,11.5,92
8193,2024,9,23,月,しゅんぎく,32600,福　岡,40,182,1673,,
8194,2024,9,23,月,しゅんぎく,32600,熊　本,43,175,1267,,
8195,2024,9,23,月,にら,32800,,,5653,872,10.6,96.8
8196,2024,9,23,月,にら,32800,大　分,44,3135,849,,
8197,2024,9,23,月,にら,32800,福　岡,40,745,934,,
8198,2024,9,23,月,にら,32800,宮　崎,45,684,835,,
8199,2024,9,23,月,セルリー,32900,,,5050,316,10.6,111.7
8200,2024,9,23,月,セルリー,32900,長　野,20,4470,316,,
8201,2024,9,23,月,アスパラガス,33100,,,4212,980,20.9,82.6
8202,2024,9,23,月,アスパラガス,33100,長　崎,42,1578,874,,
8203,2024,9,23,月,アスパラガス,33100,福　岡,40,1456,982,,
8204,2024,9,23,月,アスパラガス,33100,熊　本,43,599,963,,
8205,2024,9,23,月,　　うち輸入,33101,,,46,1972,1.5,139.9
8206,2024,9,23,月,カリフラワー,33200,,,180,424,1.4,141.3
8207,2024,9,23,月,カリフラワー,33200,長　野,20,180,424,,
8208,2024,9,23,月,ブロッコリー,33300,,,10177,486,6.6,92.7
8209,2024,9,23,月,ブロッコリー,33300,長　野,20,5526,528,,
8210,2024,9,23,月,ブロッコリー,33300,北海道,1,4651,435,,
8211,2024,9,23,月,レタス,33400,,,86829,275,13,104.2
8212,2024,9,23,月,レタス,33400,長　野,20,85976,273,,
8213,2024,9,23,月,パセリ,33600,,,255,4087,11.8,102.2
8214,2024,9,23,月,パセリ,33600,長　野,20,157,2750,,
8215,2024,9,23,月,パセリ,33600,大　分,44,51,6917,,
8216,2024,9,23,月,きゅうり,34100,,,72354,353,14.4,91
8217,2024,9,23,月,きゅうり,34100,佐　賀,41,30155,342,,
8218,2024,9,23,月,きゅうり,34100,熊　本,43,16970,348,,
8219,2024,9,23,月,きゅうり,34100,福　岡,40,11580,362,,
8220,2024,9,23,月,かぼちゃ,34200,,,29317,221,8.3,107.8
8221,2024,9,23,月,かぼちゃ,34200,北海道,1,27330,194,,
8222,2024,9,23,月,なす,34300,,,15784,523,7.4,123.9
8223,2024,9,23,月,なす,34300,熊　本,43,6241,458,,
8224,2024,9,23,月,なす,34300,福　岡,40,4744,559,,
8225,2024,9,23,月,なす,34300,大　分,44,3470,587,,
8226,2024,9,23,月,トマト,34400,,,65381,544,13.1,82.1
8227,2024,9,23,月,トマト,34400,熊　本,43,49111,521,,
8228,2024,9,23,月,トマト,34400,大　分,44,11023,659,,
8229,2024,9,23,月,ミニトマト,34450,,,7294,1423,5,115.4
8230,2024,9,23,月,ミニトマト,34450,宮　崎,45,2340,1271,,
8231,2024,9,23,月,ミニトマト,34450,熊　本,43,1731,1401,,
8232,2024,9,23,月,ミニトマト,34450,大　分,44,1260,1523,,
8233,2024,9,23,月,ミニトマト,34450,北海道,1,1065,1539,,
8234,2024,9,23,月,ピーマン,34500,,,11987,823,6.2,118.1
8235,2024,9,23,月,ピーマン,34500,大　分,44,7103,811,,
8236,2024,9,23,月,ピーマン,34500,熊　本,43,1505,694,,
8237,2024,9,23,月,ピーマン,34500,茨　城,8,808,968,,
8238,2024,9,23,月,ピーマン,34500,宮　崎,45,794,925,,
8239,2024,9,23,月,ししとうがらし,34600,,,888,1974,10.9,87
8240,2024,9,23,月,ししとうがらし,34600,高　知,39,843,2009,,
8241,2024,9,23,月,スイートコーン,34700,,,450,398,2.5,140.6
8242,2024,9,23,月,スイートコーン,34700,北海道,1,450,398,,
8243,2024,9,23,月,さやいんげん,35100,,,176,1572,2.1,108.9
8244,2024,9,23,月,さやいんげん,35100,鹿児島,46,76,1552,,
8245,2024,9,23,月,さやいんげん,35100,北海道,1,54,1624,,
8246,2024,9,23,月,さやいんげん,35100,大　分,44,26,1711,,
8247,2024,9,23,月,さやえんどう,35200,,,191,2428,15.5,64.4
8248,2024,9,23,月,さやえんどう,35200,北海道,1,33,4392,,
8249,2024,9,23,月,　　うち輸入,35201,,,158,2017,65.8,107.2
8250,2024,9,23,月,えだまめ,35500,,,73,964,0.3,102.7
8251,2024,9,23,月,えだまめ,35500,福　岡,40,37,633,,
8252,2024,9,23,月,えだまめ,35500,群　馬,10,20,1536,,
8253,2024,9,23,月,えだまめ,35500,徳　島,36,16,1013,,
8254,2024,9,23,月,かんしょ,36100,,,13545,301,4.5,113.2
8255,2024,9,23,月,かんしょ,36100,鹿児島,46,5110,332,,
8256,2024,9,23,月,かんしょ,36100,宮　崎,45,3335,298,,
8257,2024,9,23,月,かんしょ,36100,熊　本,43,1985,224,,
8258,2024,9,23,月,かんしょ,36100,茨　城,8,940,210,,
8259,2024,9,23,月,ばれいしょ,36200,,,106440,132,12.8,103.9
8260,2024,9,23,月,ばれいしょ,36200,北海道,1,102310,134,,
8261,2024,9,23,月,さといも,36300,,,1427,437,3.4,108.7
8262,2024,9,23,月,さといも,36300,宮　崎,45,690,506,,
8263,2024,9,23,月,さといも,36300,熊　本,43,410,325,,
8264,2024,9,23,月,さといも,36300,福　岡,40,147,490,,
8265,2024,9,23,月,やまのいも,36500,,,18262,453,12.9,102
8266,2024,9,23,月,やまのいも,36500,北海道,1,14250,438,,
8267,2024,9,23,月,やまのいも,36500,青　森,2,3170,462,,
8268,2024,9,23,月,たまねぎ,36610,,,265740,114,16.5,101.8
8269,2024,9,23,月,たまねぎ,36610,北海道,1,248920,115,,
8270,2024,9,23,月,　　うち輸入,36620,,,15820,91,43.8,82.7
8271,2024,9,23,月,にんにく,36700,,,1739,716,5.7,56.5
8272,2024,9,23,月,にんにく,36700,青　森,2,270,1881,,
8273,2024,9,23,月,　　うち輸入,36701,,,1469,502,19.2,96.2
8274,2024,9,23,月,しょうが,37200,,,3913,596,15.9,95.1
8275,2024,9,23,月,しょうが,37200,長　崎,42,3382,581,,
8276,2024,9,23,月,　　うち輸入,37201,,,152,543,4.4,100.9
8277,2024,9,23,月,生しいたけ,38100,,,5869,938,12.6,91.2
8278,2024,9,23,月,生しいたけ,38100,長　崎,42,3032,983,,
8279,2024,9,23,月,生しいたけ,38100,大　分,44,1694,852,,
8280,2024,9,23,月,　　うち輸入,38101,,,150,1128,15.4,171.2
8281,2024,9,23,月,なめこ,38300,,,1748,501,8.8,106.4
8282,2024,9,23,月,なめこ,38300,長　崎,42,1115,501,,
8283,2024,9,23,月,なめこ,38300,大　分,44,633,500,,
8284,2024,9,23,月,えのきだけ,38400,,,16740,350,14.6,101.4
8285,2024,9,23,月,えのきだけ,38400,福　岡,40,5275,343,,
8286,2024,9,23,月,えのきだけ,38400,長　崎,42,4830,364,,
8287,2024,9,23,月,えのきだけ,38400,宮　崎,45,4416,332,,
8288,2024,9,23,月,しめじ,38500,,,8075,500,11.4,99.4
8289,2024,9,23,月,しめじ,38500,福　岡,40,7465,479,,
8290,2024,9,23,月,その他の野菜,39000,,,52291,553,20.4,46.6
8291,2024,9,23,月,輸入野菜計,39100,,,25905,245,24.5,30.6
8292,2024,9,23,月,他の輸入野菜,39200,,,8112,431,15,33.6
8293,2024,9,30,月,野菜総計,30000,,,14801298,288,115.7,102.1
8294,2024,9,30,月,野菜総計,30000,北海道,1,5749181,189,,
8295,2024,9,30,月,野菜総計,30000,長　野,20,3018548,201,,
8296,2024,9,30,月,野菜総計,30000,群　馬,10,1828566,204,,
8297,2024,9,30,月,野菜総計,30000,茨　城,8,733056,465,,
8298,2024,9,30,月,野菜総計,30000,青　森,2,581467,310,,
8299,2024,9,30,月,野菜総計,30000,岩　手,3,370606,291,,
8300,2024,9,30,月,野菜総計,30000,千　葉,12,238036,467,,
8301,2024,9,30,月,だいこん,30100,,,1056527,132,98.3,103.1
8302,2024,9,30,月,だいこん,30100,北海道,1,608777,137,,
8303,2024,9,30,月,だいこん,30100,青　森,2,303552,124,,
8304,2024,9,30,月,かぶ,30200,,,44929,207,102.2,101
8305,2024,9,30,月,かぶ,30200,青　森,2,19742,265,,
8306,2024,9,30,月,かぶ,30200,千　葉,12,18304,160,,
8307,2024,9,30,月,にんじん,30300,,,974713,114,86.4,99.1
8308,2024,9,30,月,にんじん,30300,北海道,1,954226,114,,
8309,2024,9,30,月,ごぼう,30400,,,93167,316,153.5,91.1
8310,2024,9,30,月,ごぼう,30400,青　森,2,60816,266,,
8311,2024,9,30,月,ごぼう,30400,鹿児島,46,12015,610,,
8312,2024,9,30,月,ごぼう,30400,北海道,1,8733,208,,
8313,2024,9,30,月,れんこん,30600,,,86780,386,92,100
8314,2024,9,30,月,れんこん,30600,茨　城,8,51670,362,,
8315,2024,9,30,月,れんこん,30600,佐　賀,41,10556,369,,
8316,2024,9,30,月,れんこん,30600,徳　島,36,10051,478,,
8317,2024,9,30,月,はくさい,31100,,,1591239,113,135.4,103.7
8318,2024,9,30,月,はくさい,31100,長　野,20,1476783,112,,
8319,2024,9,30,月,みずな,31300,,,39173,512,112.4,103.2
8320,2024,9,30,月,みずな,31300,茨　城,8,27543,494,,
8321,2024,9,30,月,みずな,31300,福　岡,40,6487,479,,
8322,2024,9,30,月,こまつな,31500,,,155929,429,106.1,107.5
8323,2024,9,30,月,こまつな,31500,茨　城,8,81142,410,,
8324,2024,9,30,月,こまつな,31500,群　馬,10,21863,395,,
8325,2024,9,30,月,こまつな,31500,福　岡,40,18539,431,,
8326,2024,9,30,月,こまつな,31500,広　島,34,6230,646,,
8327,2024,9,30,月,その他の菜類,31550,,,936,635,87.2,96.9
8328,2024,9,30,月,ちんげんさい,31560,,,33034,444,99.3,105
8329,2024,9,30,月,ちんげんさい,31560,茨　城,8,11089,422,,
8330,2024,9,30,月,ちんげんさい,31560,静　岡,22,6160,484,,
8331,2024,9,30,月,ちんげんさい,31560,長　野,20,4341,339,,
8332,2024,9,30,月,ちんげんさい,31560,福　岡,40,2600,492,,
8333,2024,9,30,月,ちんげんさい,31560,愛　知,23,2112,377,,
8334,2024,9,30,月,キャベツ,31700,,,2071160,121,120.7,103.4
8335,2024,9,30,月,キャベツ,31700,群　馬,10,1395965,122,,
8336,2024,9,30,月,キャベツ,31700,長　野,20,341104,120,,
8337,2024,9,30,月,ほうれんそう,31800,,,65095,1104,122.1,103.3
8338,2024,9,30,月,ほうれんそう,31800,岐　阜,21,22258,1161,,
8339,2024,9,30,月,ほうれんそう,31800,群　馬,10,20544,1010,,
8340,2024,9,30,月,ほうれんそう,31800,北海道,1,6760,1017,,
8341,2024,9,30,月,ほうれんそう,31800,栃　木,9,5201,1271,,
8342,2024,9,30,月,ねぎ,31900,,,511268,545,113.5,96.6
8343,2024,9,30,月,ねぎ,31900,北海道,1,231709,462,,
8344,2024,9,30,月,ねぎ,31900,秋　田,5,87933,476,,
8345,2024,9,30,月,ねぎ,31900,青　森,2,49232,531,,
8346,2024,9,30,月,ねぎ,31900,長　野,20,39939,462,,
8347,2024,9,30,月,ねぎ,31900,山　形,6,12291,495,,
8348,2024,9,30,月,ふき,32300,,,8,540,26.7,128.3
8349,2024,9,30,月,ふき,32300,山　形,6,8,540,,
8350,2024,9,30,月,うど,32400,,,36,468,－,－
8351,2024,9,30,月,うど,32400,茨　城,8,32,392,,
8352,2024,9,30,月,みつば,32500,,,9314,1138,89.5,96.2
8353,2024,9,30,月,みつば,32500,愛　知,23,1397,1300,,
8354,2024,9,30,月,みつば,32500,大　分,44,1382,1009,,
8355,2024,9,30,月,みつば,32500,千　葉,12,1336,958,,
8356,2024,9,30,月,みつば,32500,埼　玉,11,1160,676,,
8357,2024,9,30,月,みつば,32500,三　重,24,1079,1598,,
8358,2024,9,30,月,しゅんぎく,32600,,,4547,1804,134.2,99.4
8359,2024,9,30,月,しゅんぎく,32600,岩　手,3,1257,1791,,
8360,2024,9,30,月,しゅんぎく,32600,北海道,1,883,1211,,
8361,2024,9,30,月,しゅんぎく,32600,岐　阜,21,549,2278,,
8362,2024,9,30,月,しゅんぎく,32600,福　岡,40,549,1741,,
8363,2024,9,30,月,しゅんぎく,32600,熊　本,43,215,1335,,
8364,2024,9,30,月,にら,32800,,,61538,987,105.2,103.6
8365,2024,9,30,月,にら,32800,高　知,39,22983,1004,,
8366,2024,9,30,月,にら,32800,栃　木,9,8003,1049,,
8367,2024,9,30,月,にら,32800,茨　城,8,6908,953,,
8368,2024,9,30,月,にら,32800,北海道,1,6344,1111,,
8369,2024,9,30,月,にら,32800,大　分,44,5470,853,,
8370,2024,9,30,月,セルリー,32900,,,50761,266,125.1,95
8371,2024,9,30,月,セルリー,32900,長　野,20,48583,263,,
8372,2024,9,30,月,アスパラガス,33100,,,29996,1207,126.5,107.3
8373,2024,9,30,月,アスパラガス,33100,栃　木,9,4991,1174,,
8374,2024,9,30,月,アスパラガス,33100,佐　賀,41,4489,1178,,
8375,2024,9,30,月,アスパラガス,33100,長　崎,42,3272,998,,
8376,2024,9,30,月,アスパラガス,33100,熊　本,43,3005,1212,,
8377,2024,9,30,月,アスパラガス,33100,福　岡,40,2118,1142,,
8378,2024,9,30,月,　　うち輸入,33101,,,6850,1343,102.7,135.7
8379,2024,9,30,月,カリフラワー,33200,,,22710,310,173.7,96
8380,2024,9,30,月,カリフラワー,33200,長　野,20,18392,320,,
8381,2024,9,30,月,ブロッコリー,33300,,,265277,609,156.5,103.6
8382,2024,9,30,月,ブロッコリー,33300,北海道,1,199817,569,,
8383,2024,9,30,月,ブロッコリー,33300,長　野,20,62161,744,,
8384,2024,9,30,月,レタス,33400,,,1060654,250,134.4,98.4
8385,2024,9,30,月,レタス,33400,長　野,20,796390,258,,
8386,2024,9,30,月,レタス,33400,群　馬,10,95317,174,,
8387,2024,9,30,月,パセリ,33600,,,1486,5016,83.2,115.7
8388,2024,9,30,月,パセリ,33600,長　野,20,804,4573,,
8389,2024,9,30,月,パセリ,33600,北海道,1,198,4753,,
8390,2024,9,30,月,パセリ,33600,千　葉,12,128,3426,,
8391,2024,9,30,月,パセリ,33600,茨　城,8,99,5453,,
8392,2024,9,30,月,きゅうり,34100,,,727409,512,160.9,105.8
8393,2024,9,30,月,きゅうり,34100,群　馬,10,123127,559,,
8394,2024,9,30,月,きゅうり,34100,北海道,1,119890,498,,
8395,2024,9,30,月,きゅうり,34100,福　島,7,76842,508,,
8396,2024,9,30,月,きゅうり,34100,埼　玉,11,58328,570,,
8397,2024,9,30,月,きゅうり,34100,佐　賀,41,48775,488,,
8398,2024,9,30,月,かぼちゃ,34200,,,400689,198,86.4,101.5
8399,2024,9,30,月,かぼちゃ,34200,北海道,1,376505,175,,
8400,2024,9,30,月,なす,34300,,,324817,485,150.4,98.8
8401,2024,9,30,月,なす,34300,群　馬,10,62489,488,,
8402,2024,9,30,月,なす,34300,高　知,39,58064,620,,
8403,2024,9,30,月,なす,34300,茨　城,8,45525,359,,
8404,2024,9,30,月,なす,34300,栃　木,9,39185,459,,
8405,2024,9,30,月,なす,34300,熊　本,43,24713,588,,
8406,2024,9,30,月,トマト,34400,,,540602,675,122,102.1
8407,2024,9,30,月,トマト,34400,岐　阜,21,159991,679,,
8408,2024,9,30,月,トマト,34400,北海道,1,95753,686,,
8409,2024,9,30,月,トマト,34400,千　葉,12,46641,607,,
8410,2024,9,30,月,トマト,34400,福　島,7,42173,782,,
8411,2024,9,30,月,トマト,34400,熊　本,43,38283,549,,
8412,2024,9,30,月,ミニトマト,34450,,,190835,1361,123,99.5
8413,2024,9,30,月,ミニトマト,34450,茨　城,8,55258,1327,,
8414,2024,9,30,月,ミニトマト,34450,北海道,1,48626,1374,,
8415,2024,9,30,月,ミニトマト,34450,熊　本,43,19516,1405,,
8416,2024,9,30,月,ミニトマト,34450,千　葉,12,11497,1186,,
8417,2024,9,30,月,ミニトマト,34450,山　形,6,10257,1428,,
8418,2024,9,30,月,ピーマン,34500,,,267567,622,111.7,96.1
8419,2024,9,30,月,ピーマン,34500,茨　城,8,79822,719,,
8420,2024,9,30,月,ピーマン,34500,岩　手,3,74782,488,,
8421,2024,9,30,月,ピーマン,34500,大　分,44,26497,585,,
8422,2024,9,30,月,ピーマン,34500,北海道,1,17875,625,,
8423,2024,9,30,月,ピーマン,34500,青　森,2,15645,512,,
8424,2024,9,30,月,ししとうがらし,34600,,,10503,1539,101.6,91.7
8425,2024,9,30,月,ししとうがらし,34600,京　都,26,2800,1209,,
8426,2024,9,30,月,ししとうがらし,34600,高　知,39,2795,2292,,
8427,2024,9,30,月,ししとうがらし,34600,千　葉,12,1794,1893,,
8428,2024,9,30,月,ししとうがらし,34600,北海道,1,1177,698,,
8429,2024,9,30,月,スイートコーン,34700,,,10326,284,116.9,95
8430,2024,9,30,月,スイートコーン,34700,北海道,1,7435,291,,
8431,2024,9,30,月,スイートコーン,34700,群　馬,10,1865,220,,
8432,2024,9,30,月,さやいんげん,35100,,,8449,1360,121.2,92.8
8433,2024,9,30,月,さやいんげん,35100,福　島,7,2485,1255,,
8434,2024,9,30,月,さやいんげん,35100,北海道,1,1215,1941,,
8435,2024,9,30,月,さやいんげん,35100,群　馬,10,1042,1136,,
8436,2024,9,30,月,さやいんげん,35100,青　森,2,831,1103,,
8437,2024,9,30,月,さやいんげん,35100,長　野,20,650,1565,,
8438,2024,9,30,月,さやえんどう,35200,,,2693,2895,106.5,110
8439,2024,9,30,月,さやえんどう,35200,北海道,1,1351,3674,,
8440,2024,9,30,月,さやえんどう,35200,青　森,2,192,4196,,
8441,2024,9,30,月,さやえんどう,35200,岩　手,3,104,3583,,
8442,2024,9,30,月,さやえんどう,35200,岐　阜,21,99,2999,,
8443,2024,9,30,月,さやえんどう,35200,長　野,20,16,4354,,
8444,2024,9,30,月,　　うち輸入,35201,,,925,1372,73.4,116.4
8445,2024,9,30,月,えだまめ,35500,,,28883,1056,126.6,100.3
8446,2024,9,30,月,えだまめ,35500,群　馬,10,9932,1214,,
8447,2024,9,30,月,えだまめ,35500,秋　田,5,6865,836,,
8448,2024,9,30,月,えだまめ,35500,山　形,6,5803,1000,,
8449,2024,9,30,月,えだまめ,35500,京　都,26,2216,1487,,
8450,2024,9,30,月,かんしょ,36100,,,409714,270,97.3,102.7
8451,2024,9,30,月,かんしょ,36100,茨　城,8,194807,230,,
8452,2024,9,30,月,かんしょ,36100,千　葉,12,104155,264,,
8453,2024,9,30,月,かんしょ,36100,徳　島,36,66615,362,,
8454,2024,9,30,月,ばれいしょ,36200,,,972862,108,113.3,97.3
8455,2024,9,30,月,ばれいしょ,36200,北海道,1,963658,108,,
8456,2024,9,30,月,さといも,36300,,,70095,397,105.6,106.7
8457,2024,9,30,月,さといも,36300,埼　玉,11,22913,390,,
8458,2024,9,30,月,さといも,36300,千　葉,12,16519,290,,
8459,2024,9,30,月,さといも,36300,愛　媛,38,14683,401,,
8460,2024,9,30,月,さといも,36300,静　岡,22,4902,710,,
8461,2024,9,30,月,やまのいも,36500,,,160909,438,116.7,94.2
8462,2024,9,30,月,やまのいも,36500,北海道,1,90509,408,,
8463,2024,9,30,月,やまのいも,36500,青　森,2,62668,460,,
8464,2024,9,30,月,たまねぎ,36610,,,1798328,108,121.4,102.9
8465,2024,9,30,月,たまねぎ,36610,北海道,1,1746485,105,,
8466,2024,9,30,月,　　うち輸入,36620,,,19601,118,82.6,105.4
8467,2024,9,30,月,にんにく,36700,,,18190,1347,95.8,98.8
8468,2024,9,30,月,にんにく,36700,青　森,2,9252,2015,,
8469,2024,9,30,月,にんにく,36700,北海道,1,1251,1417,,
8470,2024,9,30,月,にんにく,36700,岩　手,3,45,1452,,
8471,2024,9,30,月,にんにく,36700,茨　城,8,24,342,,
8472,2024,9,30,月,にんにく,36700,千　葉,12,20,648,,
8473,2024,9,30,月,　　うち輸入,36701,,,7569,526,97.4,103.5
8474,2024,9,30,月,しょうが,37200,,,24984,631,74.1,96.2
8475,2024,9,30,月,しょうが,37200,高　知,39,10380,699,,
8476,2024,9,30,月,しょうが,37200,和歌山,30,2952,418,,
8477,2024,9,30,月,しょうが,37200,長　崎,42,2553,545,,
8478,2024,9,30,月,しょうが,37200,熊　本,43,1785,692,,
8479,2024,9,30,月,しょうが,37200,千　葉,12,1711,620,,
8480,2024,9,30,月,　　うち輸入,37201,,,3962,551,118.9,103.4
8481,2024,9,30,月,生しいたけ,38100,,,65867,943,106.2,92
8482,2024,9,30,月,生しいたけ,38100,徳　島,36,18774,751,,
8483,2024,9,30,月,生しいたけ,38100,秋　田,5,7930,1262,,
8484,2024,9,30,月,生しいたけ,38100,長　崎,42,5240,964,,
8485,2024,9,30,月,生しいたけ,38100,千　葉,12,4057,768,,
8486,2024,9,30,月,生しいたけ,38100,岩　手,3,3717,1051,,
8487,2024,9,30,月,　　うち輸入,38101,,,1147,762,67,98.7
8488,2024,9,30,月,なめこ,38300,,,26699,470,90.8,101.1
8489,2024,9,30,月,なめこ,38300,長　野,20,7851,486,,
8490,2024,9,30,月,なめこ,38300,三　重,24,3761,540,,
8491,2024,9,30,月,なめこ,38300,山　形,6,3008,491,,
8492,2024,9,30,月,なめこ,38300,新　潟,15,2596,319,,
8493,2024,9,30,月,なめこ,38300,大　分,44,2080,485,,
8494,2024,9,30,月,えのきだけ,38400,,,141347,316,102.3,95.2
8495,2024,9,30,月,えのきだけ,38400,長　野,20,97934,305,,
8496,2024,9,30,月,えのきだけ,38400,新　潟,15,14460,329,,
8497,2024,9,30,月,えのきだけ,38400,福　岡,40,9031,348,,
8498,2024,9,30,月,しめじ,38500,,,82941,479,82.1,96
8499,2024,9,30,月,しめじ,38500,長　野,20,57346,453,,
8500,2024,9,30,月,しめじ,38500,福　岡,40,12930,458,,
8501,2024,9,30,月,その他の野菜,39000,,,286373,1080,93.8,106.6
8502,2024,9,30,月,輸入野菜計,39100,,,88371,936,92.9,110.1
8503,2024,9,30,月,他の輸入野菜,39200,,,48324,1301,95.3,104.5
8504,2024,10,7,月,野菜総計,30000,,,15586488,279,116.9,97.2
8505,2024,10,7,月,野菜総計,30000,北海道,1,6324199,182,,
8506,2024,10,7,月,野菜総計,30000,長　野,20,3140896,199,,
8507,2024,10,7,月,野菜総計,30000,群　馬,10,1744244,203,,
8508,2024,10,7,月,野菜総計,30000,茨　城,8,790429,395,,
8509,2024,10,7,月,野菜総計,30000,青　森,2,600343,303,,
8510,2024,10,7,月,野菜総計,30000,岩　手,3,384718,371,,
8511,2024,10,7,月,野菜総計,30000,千　葉,12,274004,426,,
8512,2024,10,7,月,だいこん,30100,,,1236438,130,102.8,100
8513,2024,10,7,月,だいこん,30100,北海道,1,691504,137,,
8514,2024,10,7,月,だいこん,30100,青　森,2,312820,125,,
8515,2024,10,7,月,かぶ,30200,,,64869,195,102.9,100.5
8516,2024,10,7,月,かぶ,30200,千　葉,12,25018,162,,
8517,2024,10,7,月,かぶ,30200,青　森,2,22109,269,,
8518,2024,10,7,月,かぶ,30200,埼　玉,11,8393,131,,
8519,2024,10,7,月,にんじん,30300,,,1042223,114,97.9,99.1
8520,2024,10,7,月,にんじん,30300,北海道,1,1015398,114,,
8521,2024,10,7,月,ごぼう,30400,,,95191,346,193.4,89.4
8522,2024,10,7,月,ごぼう,30400,青　森,2,52812,327,,
8523,2024,10,7,月,ごぼう,30400,北海道,1,19760,222,,
8524,2024,10,7,月,ごぼう,30400,鹿児島,46,11820,645,,
8525,2024,10,7,月,れんこん,30600,,,97561,405,100.7,104.4
8526,2024,10,7,月,れんこん,30600,茨　城,8,58834,395,,
8527,2024,10,7,月,れんこん,30600,佐　賀,41,14664,384,,
8528,2024,10,7,月,れんこん,30600,愛　知,23,9065,356,,
8529,2024,10,7,月,はくさい,31100,,,1978909,129,151.9,99.2
8530,2024,10,7,月,はくさい,31100,長　野,20,1816584,131,,
8531,2024,10,7,月,みずな,31300,,,44990,484,110.2,95.8
8532,2024,10,7,月,みずな,31300,茨　城,8,28141,472,,
8533,2024,10,7,月,みずな,31300,福　岡,40,10830,440,,
8534,2024,10,7,月,こまつな,31500,,,156787,480,111.2,101.5
8535,2024,10,7,月,こまつな,31500,茨　城,8,69936,496,,
8536,2024,10,7,月,こまつな,31500,福　岡,40,27555,473,,
8537,2024,10,7,月,こまつな,31500,群　馬,10,24023,442,,
8538,2024,10,7,月,こまつな,31500,北海道,1,6455,425,,
8539,2024,10,7,月,その他の菜類,31550,,,1247,618,106.5,105.5
8540,2024,10,7,月,ちんげんさい,31560,,,36142,428,96.3,100
8541,2024,10,7,月,ちんげんさい,31560,茨　城,8,11563,416,,
8542,2024,10,7,月,ちんげんさい,31560,静　岡,22,6479,495,,
8543,2024,10,7,月,ちんげんさい,31560,長　野,20,5886,322,,
